Commentaire,Sentiment
"""you won a subscriber! i like your videos so much! ???""",Positive
"""not all cryptocurrency uses blockchain technology there are other dlt. but the common once do""",Negative
"""your channel deserves more viewers. i think crypto is like a bubble because of two things: no authority preventing it from sinking and solely hype determining its value.""",Positive
"""bro is giving me more knowledge than my school??""",Positive
"""amazing video?""",Positive
"""where the money you buy crypto are going?""",Neutral
"""um question is it illegal of making your own currency""",Positive
"""15k approaching?!???!!!!! crypto is so hard to understand, but this is easy! thanks :)""",Positive
"""i found a goated niche you getting cooked lil bro there is much i can improve time to cook""",Positive
"""a video about the theory of solid institutions of acemoglu would be a good one""",Positive
"""make a video about insurance! i want to further understand why they sell it as an investment""",Neutral
"""i've been watching bro's videos since day 1, nothing but the most valuable channel ever, hope you get to millions subs""",Positive
"""you're doing a fantastic job! i need some advice: my okx wallet holds some usdt, and i have the seed phrase. (alarm fetch churn bridge exercise tape speak race clerk couch crater letter). how should i go about transferring them to binance?""",Positive
"""greatt vidioo mannn,i respect your workkk,keep it uppp?""",Neutral
"""thanks lets see if this is worth watching""",Positive
"""thank you so much""",Positive
"""you're amazing bro i never understood cryptocurrency in 16 mins! thanks""",Positive
"""thanks so much 101 for this valuable information you give to us  wish i could meet with this man and congratulate him for his free education ????? warmly wait for next video?""",Positive
"""good information...please make a video on time value of money""",Positive
"""i thinks i rather invest or trading instead of crypto currency""",Neutral
"""can i make your video more famous",Positive
"i always need to ask said my boss please answer in the next 29min:59:99""",Neutral
"""yes it?s interesting topic make more videos?and about gdp please make a video""",Positive
"""thanks mate for your videos i really enjoy watching them!""",Positive
"""this was good""",Positive
"""suberb!""",Neutral
"""we love your content , continue giving us knowledge ?""",Positive
"""can you make a video abour gold/silver stacking and how it works and why people do it.""",Neutral
"""very interesting and insightful video. excited to see what's coming on your channel in future""",Positive
"""goated channel""",Neutral
"""video on ethereum please""",Neutral
"""bros underrated asf ngl ???.""",Neutral
"""amazing video! i wanted to ask you, do you plan on explaining why 0% of inflation is not good? i?m curious about that one""",Positive
"""2:29 or what it is. for all we know it could be a group or a team of people""",Neutral
"""so little of subscribers for such a good youtube channel""",Positive
"""crypto currency is no longer hidden currency. if you want to buy bitcoin, they need your bio-metric data. they are tracking you everywhere.""",Negative
"""a suggestion: advices for the young and the teens ?""",Positive
"""from ivory coast. you're a genius man""",Neutral
"""which software do you use for these videos?""",Neutral
"""thanks for watching!",Positive
"a quick reminder: all my videos have subtitles if you want to read along. if you enjoyed the video, please like, comment, and share with your friends so more people can learn. don?t forget to subscribe for more content!",Positive
"i?d also love to hear your thoughts, ideas, and suggestions?feel free to share them here!",Positive
reminder: i will not force nor recommend you to buy cryptocurrency! this video is for educational purposes and you should make your financial decision wisely with considerations and not solely based on this video.,Positive
"thanks once more for your support!""",Positive
"""revolut et t'il un bonne endroit ou investire de la crypto ?""",Neutral
"""je vais avoir 17 ans dans quelques jours... faut il ?tre majeur ?? merci""",Neutral
"""last year, i invested $27k in evan dennis homes and made about $40k within the first year for renting it out?and it?s still growing. i?ve always been a strong advocate for pre fabricated homes because it?s been incredibly rewarding for me. looking forward to achieving financial freedom soon. and by the way, awesome content, brother!""",Positive
"""salut ? tous, je trade des cryptomonnaies depuis un an maintenant, mais ?a ne se passe pas bien. j'ai commenc? avec un montant correct, et maintenant j'ai beaucoup baiss?. je ne veux pas abandonner, mais je sais que j'ai besoin d'une strat?gie plus intelligente. auriez-vous des conseils sur la suite??""",Neutral
"""merci pour la mise ? jour. je conseille aux traders, surtout aux d?butants, d'?tudier le march? avant de se lancer. je dois dire que le trading est plus gratifiant que la simple possession. un grand merci ? henrich paul qui me tient toujours au courant. je suis ravi d'avoir commenc? son programme ?""",Positive
"""merci pour cette vid?o instructive ??. je pense que le btc et l'eth sont plus susceptibles de tester ? nouveau le niveau de r?sistance, puis de chuter. mais comme d'habitude, la situation ?volue chaque jour et nous ne pouvons qu'agir de mani?re responsable, surveiller le march? et r??valuer r?guli?rement nos strat?gies. je tiens ? vous remercier, richard brain, de m'avoir apport? des connaissances sur les cryptomonnaies lorsque j'ai gagn? 6,7 btc confortablement?""",Neutral
